,Date,Time,Category,Sub-Category,Headline,Entire_News,Author,News_Link
290,"April 7, 2022",08:43 IST,World, ,"Pakistan crisis: Oppn rejects Imran Khan's nominee for caretaker PM, Prez seeks polls in 90 days | Top points","The political crisis in Pakistan seems to be worsening with every passing day. With the Supreme Court of Pakistan taking its time to pass the verdict on the case concerning the dissolution of the national assembly and the rejection of the no-confidence motion, the tussle for power is only growing larger.",India Today Web Desk,https://www.indiatoday.in/world/story/pakistan-crisis-news-shehbaz-sharif-imran-khan-arif-alvi-top-points-1934464-2022-04-07
291,"April 7, 2022",07:37 IST,World, ,Hope in the midst of horror: People in Bucha search for missing loved ones,"As Bucha emerges from the horror of the Russian occupation, townspeople are desperate to know the fate of loved ones. Some know how their story ends. Others still wait to find out, hoping against hope it will not end in tragedy.Tetiana Ustymenko knows the conclusion to her story. Her son and his two friends were gunned down in the street outside and she buried them in the garden of the family home.Oleh Onyshchenko is searching for two family members. He arrives on a windswept plain where 50 body bags are laid out on the ground.His relatives are burnt beyond recognition, he thinks, though a wedding ring may prove a clue to end the mystery of their final moments.Oleksandr Kovtun still has hope. His son is missing but perhaps, he reasons, the Russians abducted them as they retreated.Bucha -- a commuter town on Kyiv's doorstep -- was occupied by Russian forces in the early days of the invasion.The horrors left behind after their withdrawal last week are slowly being uncovered.READ: We are furious: Volunteers mourn death, destruction in Ukraine’s Bucha | Ground reportThere is a black sash draped across one door on Kyiv-Myrotska Street. Out front a car riddled with gunfire has a pool of clotted blood in the passenger seat. There are three bodies in the back garden.Ustymenko, 65, says she put her son Serhii and his friends Nastia and Maksym here on March 4.Serhii, 25, offered to evacuate her but she was reluctant -- it was too dangerous. Without her knowledge he came anyway.""I heard shooting but I was sure he wasn't there,"" she said.""Then the phone turned on. I said, 'Son, son?', and a neighbour told me a car was shot in front of him. He said my son is gone.""Maksym was shot in the forehead by a sniper through the windscreen, she said. Nastia was shot in the legs. Serhii was shot in the back.They lay in the open for three days before Tetiana's husband Valerii washed and dressed the bodies and dug a simple grave with the neighbours' help.It is at the bottom of the garden past daffodils. There is one mound in the sandy earth, but each body is marked by a sprig of conifer. On top is the metal blade of a broken snow shovel.The year before last Serhii snapped it, prompting a squabble with his mother. ""I put this here to say 'Forgive me son',"" she said. ""I want him to forgive me for arguing with him for nothing.""""How can I live now?""READ: India has chosen side of peace, disturbed by Bucha killings: Jaishankar on war in UkraineOnyshchenko arrives to inspect the bodies of Bucha's war dead at the cemetery. There are around 50, some stacked on top of each other, others lie side by side on the ground in crumpled black body bags.A gaggle of police officers is poring over paperwork, writing preliminary reports to identify the corpses.Every few minutes they unzip a new bag. In one, a woman's arms lie tangled across her lifeless face. In another, rigor mortis gives the impression of a man standing to attention.Some contain only body parts, scorched and severed.Onyshchenko, 49, hangs back. In his pocket are photocopies of the ID card of his sister-in-law Tamila, and the birth certificate of her 14-year-old daughter Anna.They left Bucha in a borrowed car but the owner later saw a video of it ablaze in the street.He has come to look for distinctive jewellery, to identify what remains of the mother and daughter.A police officer tucks a handwritten note into one gaping body bag. ""Bucha, man, approximately 30-years-old,"" it reads. ""Eyes open. Bodily injuries on the left side of the abdomen, on the neck and hands.""""A month ago no-one could imagine something like this was possible,"" says Onyshchenko.READ: At UN, Volodymyr Zelenskyy accuses Russian military of war crimes in UkraineKovtun's 19-year-old son Oleksii is missing. ""He went into the city and did not come back.""The 58-year-old now clings to the hope he might have been taken by the Russians.Another young man from their street is rumoured to have been taken captive in Russia. Maybe this was the fate of his boy too.""My son knew him,"" he says. ""There's no other hope for us.""On Saturday the bodies of 20 people dressed in civilian clothing were found strewn along a single Bucha street.On Sunday a city official said 57 civilians had been buried in a mass grave by their neighbours.The register of the dead grows day by day.""We asked around about him, talked with a woman who deals with such cases,"" said Kovtun.""We hope he is not on those lists.""",Agence France-Presse,https://www.indiatoday.in/world/russia-ukraine-war/story/russia-ukraine-people-in-bucha-search-for-missing-mass-graves-1934462-2022-04-07
292,"April 7, 2022",07:32 IST,World, ,"Will stifle Russia’s ability to grow, says Biden as US hits Moscow with ‘war crimes’ sanctions","The US rolled out a new wave of financial sanctions on Wednesday against Russia that President Joe Biden said would place a lasting penalty on the country’s economy.The United Kingdom quickly followed suit, and more pain was coming from the European Union as the allies pressed forward with an escalating campaign to tighten the economic screws on Russian President Vladimir Putin for “war crimes” in Ukraine.Read: We are furious: Volunteers mourn death, destruction in Ukraine’s Bucha | Ground reportMaking it personal, the US sanctions singled out the Putin’s family, targeting his two adult daughters in addition to blocking two key Russian banks.Biden said that “Russia has already failed in its initial war” after the country’s forces were turned back from the Ukrainian capital of Kyiv. He cautioned, however, that “this fight is far from over.”“This war could continue for a long time,” but the United States will continue to stand with Ukraine and Ukrainians in the fight for freedom, Biden said. “We’re going to stifle Russia’s ability to grow for years to come.”The latest sanctions underscore the financial pain that Russia faces, as evidence that its troops killed Ukrainian civilians has led to ever harsher penalties by the US and its Western allies that are eroding Putin’s ability to fight.While rounds of increased sanctions have not forced Putin out of the war, they have put Russia in increasingly desperate economic circumstances as Ukrainian forces withstand his barrages. Key to the effectiveness of the sanctions has been the unity between the U.S. and European nations. And the atrocities revealed in Ukraine have intensified pressure on Germany and other countries to go further and join the US and Lithuania in blocking all Russian energy exports.Read: Ukrainian troops target Russian military camp in Donetsk | Exclusive ground reportThe UK piled on Wednesday with asset freezes against major banks, a ban on British investment in Russia and a pledge to end dependency on Russian coal and oil by yearend.The European Union was also expected to soon take additional steps, including a ban on new investment in Russia and an embargo on coal, after the recent evidence of atrocities emerging in the wake of the retreat by Russian forces from the town of Bucha.The U.S. acted against two of Russia’s largest banks, Sberbank and Alfa Bank, prohibiting assets from going through the U.S. financial system and barring Americans from doing business with those two institutions.In addition to sanctions aimed at Putin’s adult daughters, Mariya Putina and Katerina Tikhonova, the U.S. is targeting Prime Minister Mikhail Mishustin; the wife and children of Russian Foreign Minister Sergey Lavrov; and members of Russia’s Security Council, including Dmitry Medvedev, a former president and prime minister.The penalties cut off all of Putin’s close family members from the U.S. financial system and freeze any assets they hold in the United States.Biden was expected to sign an an executive order that would ban new investment in Russia by Americans no matter where they are living. The US Treasury Department was preparing more sanctions against Russian state-owned enterprises, according to the White House.Britain announced asset freezes targeting Sberbank and the Credit Bank of Moscow and designated eight Russian oligarchs whom it says Putin “uses to prop up his war economy.”“Together with our allies, we are showing the Russian elite that they cannot wash their hands of the atrocities committed on Putin’s orders,” British Foreign Secretary Liz Truss said.Britain had already announced a plan to phase out Russian oil, which accounts for 8 per cent of the UK supply. Russia is the top supplier of imported coal to the UK, though British demand for the polluting fuel has plummeted in the past decade.Britain has not ended imports of Russian natural gas, which accounts for 4 per cent of its supply, saying only that it will do so “as soon as possible.”Videos and images of bodies in the streets of Bucha after it was recaptured from Russian forces have unleashed a wave of indignation among Western allies, who have drawn up new sanctions as a response.The European Commission’s proposed ban on coal imports would be the first EU sanctions targeting Russia’s lucrative energy industry over its war in Ukraine.EU foreign affairs chief Josep Borrell said energy was key to Putin’s war coffers. And because the war has pushed prices higher, Russia has benefitted from being able to sell its natural gas and oil to the rest of the world.“A billion euro is what we pay Putin every day for the energy he provides us since the beginning of the war. We have given him 35 billion euro. Compare that to the one billion that we have given to the Ukraine in arms and weapons,” Borrell said.The steady intensifying in sanctions is less a sign of their shortcomings than the building pressure against Russia as it seeks foreign investment and basic goods, Brian Deese, director of the White House National Economic Council, told reporters at a Wednesday breakfast. “We need to have patience and perspective when it comes to the impacts on Russia of this unprecedented and crippling sanctions regime,” Deese said at the event sponsored by The Christian Science Monitor.Deese noted that Russian inflation is running at 2 per cent weekly, which would compound to annual inflation above 200 per cent annually. He noted that the Biden administration expects Russian prices will not ultimately rise more than 200% this year.While the White House has said Russia should not attend the G-20 meeting in Indonesia this November, he noted that it may drop out of the organization anyway because its economy has shrunk in size so dramatically.After several European countries announced the expulsion of Russian diplomats, the European Commission proposed a fifth package of sanctions including a ban on coal imports that could be adopted once unanimously approved by the 27-nation bloc’s ambassadors.European Commission President Ursula von der Leyen said the coal ban is worth 4 billion euros ($4.4 billion) per year and that the EU has already started working on additional sanctions, including on oil imports.She didn’t mention natural gas, with consensus among the 27 EU countries on targeting the fuel used to generate electricity and heat homes difficult to secure amid opposition from gas-dependent members like Germany, the bloc’s largest economy.But European Council President Charles Michel said the bloc should keep up the pressure on the Kremlin, suggesting that an embargo on gas imports should also be required at some point in the future.“The new package includes a ban on coal imports,” Michel said on Wednesday. “I think that measures on oil, and even gas, will also be needed, sooner or later.”",Associated Press,https://www.indiatoday.in/world/russia-ukraine-war/story/us-war-crimes-sanctions-russia-joe-biden-ukraine-war-1934459-2022-04-07
293,"April 9, 2022",15:36 IST,technology, ,OnePlus’s upcoming foldable phone may be rebranded Oppo Find N,"OnePlus is reportedly working on a foldable phone, but it is not going to be a surprise. The upcoming OnePlus foldable phone is something we have already seen. That is because it is rumoured to be the rebadged version of the Oppo Find N. The rumours are rife that there will be only one major difference between the Oppo Find N and the upcoming OnePlus foldable phone. For the unversed OnePlus and Oppo have the same owners—BBK Electronics. Hence it would not be surprising if OnePlus launched a rebranded Oppo Find N as its first foldable phone.As per PriceBaba in collaboration with tipster Yogesh Brar, But there is nothing completely out of the box that one can expect because it would most certainly be the rebranded version of the Oppo Find N. Now it also makes sense for OnePlus to launch the rebranded Oppo Find N because Oppo has not launched the phone in India or International markets. However, there is no information about the launch timeline of OnePlus’s foldable phone.OnePlus is tipped to launch five smartphones this year, but the foldable phone does not feature in the list yet.Oppo Find N was announced with two RAM variants 8GB of RAM and 256GB storage is priced at CNY 7,699, which translates to Rs 92,000, and the one with 12GB of RAM and 512GB of storage costs CNY 8,999, roughly Rs 1,07,550. The smartphone has been launched in three colours and it is available only in China.Oppo Find N features a large 7.1-inch LTPO AMOLED display, which has a resolution of 1920x1792 pixels with support for 120Hz refresh rate and HDR10+ support. There is a punch-hole cutout on the front for the selfie camera.The Oppo Find N is powered by Qualcomm Snapdragon 888 chipset with up to 12GB of RAM 512GB UFS 3.1 storage. The smartphone runs Android 11 out of the box based on ColorOS 12. For connectivity, the Find N comes with WiFi 6 support, a side-mounted fingerprint scanner and more. It houses a 4,500mAh battery that supports 33W fast wired charging, 15W fast wireless charging and 10W reverse charging.In the camera department, the Oppo Find N comes with triple camera setup on the rear which includes a 50MP camera with f/1.8 aperture and OIS a 13MP telephoto camera with 2x optical zoom and a 16MP ultra-wide camera. On the front, there is a 32-megapixel camera for selfies.",Ankita Chakravarti,https://www.indiatoday.in/technology/news/story/oneplus-s-upcoming-foldable-phone-may-be-rebranded-oppo-find-n-1935457-2022-04-09
303,"April 9, 2022",17:05 IST,movies, ,"When Jada Pinkett said she never wanted to marry Will Smith, cried at ‘horrible’ wedding. Old video resurfaces","The Red Table Talk show has to be one of the worst decisions that Will Smith and his wife Jada Pinkett Smith made over the last decade. Amid the Oscars 2022 slap controversy, an old video of the couple from the show has resurfaced. The main idea of the show was to get therapy as a family in a healthy way and fix their problems. In the old clip going viral now, Jada is seen sitting with Will, her mother Gammy and her daughter Willow Smith. She reveals she never wanted to get married in the first place.In fact, the Matrix actress admitted to “crying down the freaking aisle” before tying the knot with Will Smith on New Year’s Eve in 1997.“I was under so much pressure, you know, being a young actress, being young, and I was just, like, pregnant and I just didn’t know what to do,” said Pinkett Smith in the viral snippet from her Red Table Talk Facebook series. “I never wanted to be married,” she said.The clip from 2018 has resurfaced now after Will Smith slapped Chris Rock for making fun of his wife, Jada's baldness. In the old video, Jada Pinkett Smith also talked about how her mother, Adrienne Banfield-Norris, forced her and Will Smith to marry after she became pregnant with their first son together, Jaden, now 23.“I really didn’t wanna get married,” Pinkett Smith said at the round table. “We only got married because Gammy was crying,” a chuckling Smith informed Willow.“It was almost as if Gammy was like, ‘You have to get married, so let’s talk about the wedding,’” said Pinkett Smith, prompting Banfield-Norris to confess, “I remember feeling very strongly and wanting you guys to be married.”“The wedding was horrible,” Banfield-Norris conceded. “It was a mess. Jada was sick, she was very unpleasant She didn’t cooperate with anything.” Laughing, Pinkett Smith agreed, saying, “And I was so upset that I had to have a wedding. I was so pissed I went crying down the freaking aisle. I cried the whole way down the aisle.”In 2018, Jada Pinkett Smith revealed her alopecia diagnosis. She has been open about her struggle with the condition. Will Smith and Jada tied the knot in 1997. They got married at the Gothic-style Cloisters Castle in a suburb of her hometown, Baltimore, Maryland.",Grace Cyril,https://www.indiatoday.in/movies/hollywood/story/when-jada-pinkett-said-she-never-wanted-to-marry-will-smith-cried-at-horrible-wedding-old-video-resurfaces-1935487-2022-04-09
313,"April 7, 2022",16:15 IST,science, ,Scientists discover microplastic stuck deep inside lungs of living people,"Scientists have for the first time discovered microplastics stuck in the lungs of living people in a major study indicating that we are inhaling these dangerous substances without even knowing. The new study hints at the dangerous impact this could have on the respiratory system, causing severe problems.Microplastics are small plastic pieces that are less than five millimeters long and have been found to be spread across oceans, mountains, and in the air. These are generated from large plastic debris that degrades into smaller and smaller pieces. These tiny particles easily pass through water filtration systems and end up in the ocean, posing a potential threat to aquatic life.A team of scientists from Hull York Medical School and the University of Hull found 39 microplastics in 11 of the 13 lung tissue samples tested, higher than any previous laboratory tests. The study has been accepted for publication by the journal Science of the Total Environment.""Microplastics have previously been found in human cadaver autopsy samples - this is the first robust study to show microplastics in lungs from live people. ""It also shows that they are in the lower parts of the lung. Lung airways are very narrow so no one thought they could possibly get there, but they clearly have,"" said Dr. Laura Sadofsky, Senior Lecturer in Respiratory Medicine at Hull York Medical School and lead author of the paper.The study was conducted on living lung tissues as collected from surgical procedures carried out on patients who were still alive, as part of their routine medical care.Scientists have discovered 12 different types of microplastics which have many uses and are commonly found in packaging, bottles, clothing, rope/twine, and many manufacturing processes. The team said that they also found considerably higher levels of microplastics in male patients compared to females.""We did not expect to find the highest number of particles in the lower regions of the lungs, or particles of the sizes we found. This is surprising as the airways are smaller in the lower parts of the lungs, and we would have expected particles of these sizes to be filtered out or trapped before getting this deep into the lungs,"" Dr. Laura said.The study revealed the presence of 11 microplastics in the upper part of the lung, seven in the mid part, and 21 in the lower part of the lung ""which was an unexpected finding."" Researchers also found microplastics of the size and shape which are inhalable by humans.Researchers had earlier found these tiny plastic particles in the blood raising health concerns across the world. Earlier, scientists studying these tiny particles had detected them in the air surrounding Pic du Midi at an altitude of 2,877 meters in the French Pyrenees.",India Today Web Desk,https://www.indiatoday.in/science/story/scientists-discover-microplastic-stuck-deep-inside-lungs-of-living-people-1934702-2022-04-07
314,"April 7, 2022",14:38 IST,science, ,"Italian astronaut lands on the Moon. For now, in a simulator","European Space Agency has landed its astronaut on the Moon.At the moment, this successful lunar landing was done in a simulator, which Europe hopes to turn into a real event in the coming years as Artemis soars to the lunar surface. Italian astronaut Roberto Vittori conducted the test landing on the heavily cratered surface mired in shadows on the lunar south pole.The astronaut used the advanced flight simulator to try out a mock polar touchdown as part of a project to design a ‘human-in-the-loop’ lunar landing system. A veteran astronaut of six spaceflights, Vittori jumped into a unique motion simulator based at the German Aerospace Center at Oberpfaffenhofen.The simulator has been designed for extreme tilt angles and manoeuvres that could be a requirement when humans return to the Moon by the end of this decade. The simulator on the end of an industrial robot arm with a flight deck capsule attached to it is fitted in turn with a virtual flight deck window.“It was a beautiful run. The simulator is an incredible machine, probably one of the best I have experienced. This experiment today is for me showing that Europe can play a key role in the future of exploration,” Vittori said after the simulation.The European Space Agency in a statement said that the astronaut was able to experience how a spacecraft behaves during critical flight phases and then take action to control it. He was put through different test scenarios to encapsulate the full process of the lunar landing, which included a scenario where the autopilot was set to land in a landing zone littered with boulders.""Vittori was able to intervene within a given time window and select a safer alternative landing site via touch screens. In another scenario, the autopilot experienced a technical fault. Here, the Italian astronaut was able to switch to fully manual control and pilot the module manually as it descended onto the lunar surface,"" the space agency said.The primary goal of the simulation was to evaluate human-machine interfaces and assistance functions for spacecraft as the space agency establishes a preliminary design and the preliminary requirements for a human lunar landing, with astronauts in the loop to improve robustness and reliability of the flight system.Europe is already working on an intermediate station for crewed missions to the Moon dubbed Lunar Gateway. The station will act as a basecamp for surface exploration.",India Today Web Desk,https://www.indiatoday.in/science/story/moon-landing-italian-astronaut-european-space-agency-nasa-artemis-mission-1934661-2022-04-07
315,"April 7, 2022",14:16 IST,science, ,China energy goals a problem as UN report calls for deeper coal cuts,"A new U.N. report detailing what the world needs to do to combat climate change has highlighted the need for China - by far the world's biggest greenhouse gas emitter - to accelerate its shift towards clean and low-carbon energy.This week's report by the Intergovernmental Panel on Climate Change (IPCC) said global emissions needed to peak by 2025 and fall 43% below 2010 levels by the end of the decade if temperature rises are to be kept below 1.5 degrees Celsius.It also recommended a 65%-95% cut in coal consumption by 2050 and further cuts in oil and gas, putting China's efforts to decarbonise its coal-heavy energy system - and its renewed emphasis on energy security - under the spotlight.Frank Jotzo, economist at the Australia National University (ANU) and one of the authors of the IPCC report, told a briefing this week that China was one of several countries currently falling short when it comes to meeting global goals aimed at curbing temperature rises.""The opportunity is there,"" he said, ""but the short-term actions overall and the near-term pledges that have been made are incompatible.""China, which produces about a third of global annual emissions, has not officially responded to the IPCC report, and media coverage has been scant. Chinese researchers who helped draft the report also declined to comment.Beijing has already pledged to bring greenhouse gases to a peak ""before 2030"" and achieve carbon neutrality by 2060.But its recent focus has shifted towards energy security, following disruptive power cuts as well as the geopolitical uncertainties brought about by Russia's invasion of Ukraine, which has also prompted countries like Germany to reconsider coal as a replacement for Russian natural gas.Economic stability has also been a growing concern, especially as the ongoing battle against new COVID-19 outbreaks stifles businesses and disrupts supply chains.Recent policy documents show China remains committed to coal as an energy source, at least in the short-term, with plans to start reducing consumption after 2025.""The language at the moment is for coal-fired power generation, and more accepting of it,"" said Jorrit Gosens, an ANU researcher on Chinese energy policies.In its latest energy five-year plan, China said ""advanced coal technologies"" would help the transition to green energy, with coal-fired electricity providing baseline power for renewable energy bases across the country.""They are saying it is necessary in order to allow growth in renewable energy,"" said Gosens.Another 33 gigawatts (GW) of coal-fired power capacity went into construction last year, and researchers estimate it could rise by 150 GW by 2025. read moreChina has pledged to raise wind and solar capacity to 1,200 gigawatts by 2030, but many think it could easily build more.Peter Newman, another author involved in the IPCC report, acknowledged that China had made big contributions to decarbonisation, driving down manufacturing costs for wind and solar, and working quickly to electrify transportation, but it had to show more ambition.""That is a sign of how commitment can occur, but it needs to extend right through China's economy,"" said Newman, who is from Australia's Curtin University.",Reuters,https://www.indiatoday.in/environment/story/china-energy-goals-a-problem-as-un-report-calls-for-deeper-coal-cuts-1934654-2022-04-07
316,"April 7, 2022",14:08 IST,science, ,"Centre says draft bill to create DNA data banks, save profiles under consideration","The Centre has approved projects to strengthen DNA analysis and cyber-forensics under the Nirbhaya Fund Scheme as it plans to work on regulating evolving DNA technology. Minister for Science & Technology Dr. Jitendra Singh said that the government has formulated the DNA Technology (Use and Application) Regulation Bill.The bill will provide ""regulation of the use and application of Deoxyribonucleic Acid (DNA) technology with the aim to establish the identity of certain categories of persons including the victims, offenders, suspects, undertrials, missing persons and unknown deceased person,"" the minister said.In a written reply to a question in the Rajya Sabha, the minister said that the Draft Bill under consideration has the provision to set up DNA data banks across the country and to store DNA profiles to track these categories of people across India. He added that the Directorate of Forensic Science Services (DFSS), MHA, has issued quality manuals and working procedure manuals for biology and DNA division, and guidelines for collection of forensic evidence in sexual assault cases and the standard components in a sexual assault evidence collection kit.The ministry said that 23,233 Investigation Officers (IQs), Prosecution Officers (POs), and Medical Officers have been trained to collect forensic evidence in sexual assault cases and the standard components in a sexual assault evidence collection kit. Meanwhile, a DNA analysis laboratory has also been set up by MHA in the Central Forensic Sciences Laboratory in Chandigarh.The Parliamentary Standing Committee on Science and Technology, Environment, Forests, and Climate Change in 2021 raised concerns flagging the provision for the creation of a national databank of crime scene DNA profiles stating it could be used to target communities.""The risk with a national data bank of crime scene DNA profiles is that it will likely include virtually everyone since DNA is left at the crime scene before and after the crime by several persons who may have nothing to do with the crime being investigated,"" the standing committee said.""There is also DNA to be present of those who were nowhere near the crime scene but bodily material like hair may have been transported to the crime scene inadvertently by a variety of ways,"" the report said.The bill was first introduced in Lok Sabha by Harsh Vardhan as the Minister for S&T in August 2018 and passed in January 2019. However, the bill lapsed due to the dissolution of the Lok Sabha.After the reconstitution of the government following the 2019 Lok Sabha elections, the Cabinet approved the bill and it was again introduced in Lok Sabha in July 2019.",India Today Web Desk,https://www.indiatoday.in/science/story/centre-says-draft-bill-to-create-dna-data-banks-save-profiles-under-consideration-1934651-2022-04-07
317,"April 7, 2022",13:42 IST,science, ,"Isro's Small Satellite Launch Vehicle's maiden flight delayed, launch now between July-Sept","The Indian Space & Research Organisation (Isro) will launch Earth Observation Satellite-02 on board the Small Satellite Launch Vehicle (SSLV) in the second quarter of this year. The maiden launch of the SSLV, now delayed, will boost India as a major launch destination to deploy commercial satellites in Low Earth Orbit (LEO).Science & Technology Minister Dr. Jitendra Singh on Thursday said that EOS-02 is a technology demonstration satellite for various new technologies with applications that include agriculture, forestry, geology, hydrology, miniaturised power electronics, reaction wheels.The launch of the SSLV was initially targetted in the fourth quarter of 2021, however, due to Covid-19 induced lockdown, the development process was affected. Disruption in the domestic supply chain was a factor for the delay of spacecraft realization due to the non-availability of components, manpower, and facilities.The latest announcement comes weeks after Isro successfully conducted the ground testing of the newly developed solid booster stage (SS1) that will power its liftoff. The remaining stages of SSLV (SS2 & SS3) have successfully undergone necessary ground tests and are ready for integration.Isro had initially planned to launch SSLV in the first quarter of this year. The SSLV will provide a payload capability of 500 kilograms to a 500-kilometer planar orbit. By comparison, the PSLV — the workhorse of Isro — can take up to a 1,750-kilogram payload into SSO of 600 km altitudeThe government has sanctioned Rs 169 crores for the development of the project. This will cover the development & qualification of the vehicle systems and the flight demonstration through three development flights (SSLV-D1, SSLV-D2 & SSLV-D3).The minister also highlighted the findings behind the failure of the GSLV-F10 mission that launched with an Earth observation Satellite last year. ""Initial investigations with the post-flight data conducted immediately after the launch indicated that an anomaly in the Cryogenic Upper Stage led to the failure of the mission. A National level Failure Analysis Committee (FAC) consisting of experts from academia & ISRO was immediately constituted to identify the causes of the anomaly in the Cryogenic Upper Stage of GSLV, that led to a mission abort and to recommend corrective actions for future missions,"" the minister said.The 51.70-meter-tall rocket GSLV-F10/EOS-03 had successfully lifted off from the second launch pad at the Sriharikota spaceport as planned at 05.43 am on August 12. While the first and second stages of the mission kicked in successfully with a nominal burn, it was the third stage that did not go as planned.",India Today Web Desk,https://www.indiatoday.in/science/story/isro-small-satellite-launch-vehicle-sslv-pslv-earth-observation-satellite-1934635-2022-04-07
318,"April 7, 2022",11:00 IST,science, ,Scientists discover ancient cemetery of flying reptiles in Chile's Atacama desert,"Scientists in Chile say they have unearthed a rare cemetery with well-preserved bones of ancient flying reptiles that roamed the Andean country's Atacama desert more than 100 million years ago.The remains belong to pterosaurs, scientists determined, flying creatures that lived alongside dinosaurs that had a long wingspan and fed by filtering water through long thin teeth, similar to flamingos.The group of scientists, led by Jhonatan Alarcon, an investigator at the University of Chile, have been searching for pterosaurs for years, but this discovery surpassed their hopes.""This has global relevance because these types of findings are relatively rare,"" Alarcon said. ""Almost everywhere in the world, the pterosaur remains that are found are isolated.""The discovery of this rare cemetery will allow scientists to study the pterosaur's habits, not just its anatomy, he said.""We could determine how groups of these animals were composed, if they raised their babies or not,"" he added.Another unexpected surprise was how well-preserved the bones scientists discovered were.""Most pterosaur bones that are found are flattened, broken,"" said David Rubilar, head of paleontology at Chile's Museum of National History. ""Nevertheless we were able to recover preserved three-dimensional bones from this site.""This well help scientists better understand pterosaur anatomy.The find was made 65 km (40.39 miles) away from another site where other pterosaur remains were found. This discovery supports scientists' hypothesis that pterosaurs were once widespread in northern Chile.",Reuters,https://www.indiatoday.in/science/story/scientists-discover-ancient-cemetery-of-flying-reptiles-in-chile-s-atacama-desert-1934551-2022-04-07
319,"April 7, 2022",10:51 IST,science, ,"Hubble spots a mysterious planet where rain does not have water, but rocks","The Hubble Telescope has been known to find unique mysterious worlds in our Milky Way galaxy, that have remained elusive to ground-based telescopes. The flying observatory has now probed the atmospheres of two different planets, that are similar to Jupiter but are so close to their host star that they are being roasted at seething temperatures.The temperatures on these planets are so high that they are enough to vapourise even one of the strongest metals, like Titanium. While on one planet it's raining vaporized rock, the other has its upper atmosphere being sunburned by intense ultraviolet (UV) radiation from its star.Astronomers have in two different papers detailed the findings of these two mysterious worlds, which give astronomers new insights into the diversity, complexity, and exotic chemistry taking place in the far reaches of our galaxy.Astronomers observed WASP-178b using Hubble, located nearly 1,300 light-years away from Earth, where the atmosphere is enriched in silicon monoxide gas. In a paper published in the journal Nature, astronomers said that on the daytime side the atmosphere is cloudless, while on the night side of the planet the torrid atmosphere whips around super-hurricane speeds exceeding 2,000 miles per hour.The planet is tidally locked to its star, which means one side continuously remains facing the star similar to the Moon that remains locked with Earth. Astronomers said that On the dark side, the silicon monoxide may cool enough to condense into rocks that rain out of clouds, but even at dawn and dusk, the planet is hot enough to vaporize rock. ""We knew we had seen something really interesting with this silicon monoxide feature,"" said Josh Lothringer of the Utah Valley University in Orem, Utah.In another paper, published in Astrophysical Journal Letters, astronomers have detailed the findings of a super-hot Jupiter, KELT-20b, located about 400 light-years away. Using the Hubble, they observed that a blast of ultraviolet light from its parent star is creating a thermal layer in the atmosphere, much like Earth's stratosphere.While on Earth Ozone layer absorbs the ultraviolet rays of the Sun and raises temperatures in a layer between 7 to 31 miles above Earth's surface. On KELT-20b the situation is different. On this planet, UV radiation from the star is heating metals in the atmosphere which makes for a very strong thermal inversion layer.""The emission spectrum for KELT-20b is quite different from other hot Jupiters. This is compelling evidence that planets don't live in isolation but are affected by their host star,"" Guangwei Fu of the University of Maryland, said in a statement.Astronomers have long said that while hot Jupiters are inhabitable, thanks to their extremely high temperatures, they do pave the way to better understanding the atmospheres of potentially inhabitable terrestrial planets.",India Today Web Desk,https://www.indiatoday.in/science/story/hubble-spots-a-mysterious-planet-where-rain-does-not-have-water-but-rocks-1934541-2022-04-07
